respondent_id,efficacy,side_effects,cost,dosing,choice
2953,60% symptom reduction,High,100,Weekly (Injection),1
2954,70% symptom reduction,Low,150,Weekly (Injection),1
2955,60% symptom reduction,Medium,150,Daily (Pill),1
2956,70% symptom reduction,Medium,100,Daily (Pill),1
2957,70% symptom reduction,Medium,150,Daily (Pill),1
2958,70% symptom reduction,High,100,Daily (Pill),1
2959,60% symptom reduction,High,150,Daily (Pill),1
2960,60% symptom reduction,High,50,Daily (Pill),0
2961,50% symptom reduction,Low,100,Weekly (Injection),0
2962,70% symptom reduction,High,150,Weekly (Injection),1
2963,70% symptom reduction,Medium,50,Weekly (Injection),1
2964,50% symptom reduction,High,100,Weekly (Injection),0
2965,70% symptom reduction,High,150,Daily (Pill),0
2966,60% symptom reduction,High,100,Weekly (Injection),1
2967,60% symptom reduction,High,50,Weekly (Injection),1
2968,70% symptom reduction,Medium,150,Weekly (Injection),1
2969,60% symptom reduction,High,100,Daily (Pill),0
2970,50% symptom reduction,Medium,150,Weekly (Injection),0
2971,50% symptom reduction,Low,100,Weekly (Injection),0
2972,70% symptom reduction,Low,150,Weekly (Injection),1
2973,60% symptom reduction,High,150,Weekly (Injection),1
2974,70% symptom reduction,Low,100,Daily (Pill),1
2975,70% symptom reduction,Low,150,Weekly (Injection),0
2976,70% symptom reduction,Low,150,Weekly (Injection),1
2977,60% symptom reduction,Medium,50,Daily (Pill),1
2978,60% symptom reduction,Low,150,Weekly (Injection),1
2979,70% symptom reduction,Medium,150,Daily (Pill),1
2980,60% symptom reduction,High,150,Daily (Pill),1
2981,60% symptom reduction,Low,50,Weekly (Injection),1
2982,60% symptom reduction,Low,50,Daily (Pill),1
2983,70% symptom reduction,High,100,Weekly (Injection),1
2984,50% symptom reduction,High,150,Daily (Pill),0
2985,70% symptom reduction,Medium,50,Daily (Pill),1
2986,50% symptom reduction,Low,150,Weekly (Injection),0
2987,60% symptom reduction,Low,150,Weekly (Injection),1
2988,60% symptom reduction,High,50,Daily (Pill),1
2989,60% symptom reduction,Low,150,Daily (Pill),1
2990,70% symptom reduction,High,150,Weekly (Injection),1
2991,70% symptom reduction,High,150,Weekly (Injection),1
2992,60% symptom reduction,High,150,Daily (Pill),1
2993,50% symptom reduction,Low,100,Daily (Pill),1
2994,50% symptom reduction,Medium,50,Weekly (Injection),0
2995,60% symptom reduction,Medium,150,Daily (Pill),1
2996,60% symptom reduction,Low,100,Weekly (Injection),1
2997,70% symptom reduction,Medium,50,Daily (Pill),1
2998,50% symptom reduction,Low,100,Weekly (Injection),1
2999,60% symptom reduction,Medium,150,Weekly (Injection),0
3000,50% symptom reduction,Medium,100,Daily (Pill),1
3001,60% symptom reduction,Low,150,Daily (Pill),0
3002,60% symptom reduction,High,150,Daily (Pill),0
3003,60% symptom reduction,High,50,Weekly (Injection),0
3004,70% symptom reduction,Low,150,Daily (Pill),0
3005,50% symptom reduction,Low,100,Weekly (Injection),0
3006,60% symptom reduction,Medium,50,Daily (Pill),1
3007,70% symptom reduction,High,50,Daily (Pill),0
3008,50% symptom reduction,High,50,Weekly (Injection),1
3009,50% symptom reduction,Medium,150,Weekly (Injection),0
3010,60% symptom reduction,High,50,Weekly (Injection),1
3011,50% symptom reduction,High,100,Weekly (Injection),0
3012,50% symptom reduction,Medium,150,Daily (Pill),1
3013,60% symptom reduction,Medium,50,Daily (Pill),0
3014,60% symptom reduction,Low,50,Weekly (Injection),1
3015,50% symptom reduction,High,100,Weekly (Injection),1
3016,50% symptom reduction,High,50,Daily (Pill),0
3017,70% symptom reduction,Medium,50,Weekly (Injection),1
3018,70% symptom reduction,Low,100,Weekly (Injection),1
3019,60% symptom reduction,High,100,Weekly (Injection),1
3020,70% symptom reduction,High,100,Weekly (Injection),1
3021,70% symptom reduction,High,50,Daily (Pill),1
3022,50% symptom reduction,Low,150,Daily (Pill),1
3023,50% symptom reduction,High,50,Daily (Pill),1
3024,60% symptom reduction,Medium,100,Weekly (Injection),0
3025,50% symptom reduction,Medium,50,Daily (Pill),1
3026,60% symptom reduction,Low,150,Daily (Pill),1
3027,50% symptom reduction,Low,100,Weekly (Injection),0
3028,70% symptom reduction,Low,150,Weekly (Injection),1
3029,60% symptom reduction,High,50,Daily (Pill),0
3030,60% symptom reduction,High,100,Daily (Pill),0
3031,70% symptom reduction,Low,50,Weekly (Injection),1
3032,70% symptom reduction,Medium,50,Weekly (Injection),1
3033,50% symptom reduction,Low,150,Weekly (Injection),0
3034,60% symptom reduction,High,50,Weekly (Injection),0
3035,50% symptom reduction,Low,150,Daily (Pill),1
3036,70% symptom reduction,Medium,50,Daily (Pill),1
3037,70% symptom reduction,Medium,150,Weekly (Injection),1
3038,60% symptom reduction,Medium,100,Daily (Pill),1
3039,70% symptom reduction,Low,100,Weekly (Injection),1
3040,60% symptom reduction,High,50,Daily (Pill),1
3041,60% symptom reduction,High,100,Weekly (Injection),1
3042,70% symptom reduction,Medium,100,Weekly (Injection),1
3043,70% symptom reduction,High,100,Daily (Pill),0
3044,60% symptom reduction,High,50,Weekly (Injection),0
3045,50% symptom reduction,Medium,150,Weekly (Injection),0
3046,60% symptom reduction,Low,150,Weekly (Injection),0
3047,60% symptom reduction,Low,50,Weekly (Injection),1
3048,60% symptom reduction,Low,100,Weekly (Injection),1
3049,50% symptom reduction,Low,50,Daily (Pill),1
3050,50% symptom reduction,Low,100,Weekly (Injection),0
3051,60% symptom reduction,High,50,Daily (Pill),1
3052,60% symptom reduction,High,100,Daily (Pill),0
3053,50% symptom reduction,Low,50,Daily (Pill),1
3054,60% symptom reduction,High,50,Daily (Pill),0
3055,60% symptom reduction,Medium,150,Daily (Pill),0
3056,50% symptom reduction,Medium,100,Daily (Pill),0
3057,70% symptom reduction,High,100,Weekly (Injection),1
3058,60% symptom reduction,High,150,Daily (Pill),0
3059,70% symptom reduction,Medium,150,Daily (Pill),1
3060,50% symptom reduction,Medium,150,Weekly (Injection),1
3061,70% symptom reduction,Low,150,Weekly (Injection),1
3062,50% symptom reduction,Low,150,Weekly (Injection),1
3063,50% symptom reduction,Low,150,Daily (Pill),0
3064,50% symptom reduction,Low,50,Weekly (Injection),1
3065,70% symptom reduction,Low,150,Weekly (Injection),1
3066,50% symptom reduction,Low,50,Weekly (Injection),1
3067,70% symptom reduction,High,100,Daily (Pill),0
3068,70% symptom reduction,Medium,100,Daily (Pill),1
3069,60% symptom reduction,Low,100,Weekly (Injection),1
3070,50% symptom reduction,High,150,Weekly (Injection),1
3071,50% symptom reduction,High,100,Weekly (Injection),0
3072,50% symptom reduction,Medium,50,Daily (Pill),0
3073,70% symptom reduction,Medium,50,Weekly (Injection),0
3074,70% symptom reduction,Low,100,Daily (Pill),1
3075,70% symptom reduction,Medium,150,Weekly (Injection),1
3076,70% symptom reduction,High,150,Daily (Pill),1
3077,70% symptom reduction,Low,100,Daily (Pill),1
3078,70% symptom reduction,Medium,150,Weekly (Injection),1
3079,70% symptom reduction,High,150,Weekly (Injection),1
3080,70% symptom reduction,Medium,100,Weekly (Injection),1
3081,50% symptom reduction,Low,100,Weekly (Injection),0
3082,50% symptom reduction,Low,150,Daily (Pill),0
3083,70% symptom reduction,Medium,100,Daily (Pill),1
3084,50% symptom reduction,High,50,Weekly (Injection),0
3085,50% symptom reduction,High,50,Weekly (Injection),0
3086,60% symptom reduction,Low,150,Weekly (Injection),1
3087,60% symptom reduction,High,150,Daily (Pill),0
3088,60% symptom reduction,Low,50,Daily (Pill),1
3089,60% symptom reduction,High,100,Weekly (Injection),1
3090,70% symptom reduction,High,150,Weekly (Injection),1
3091,60% symptom reduction,High,150,Weekly (Injection),1
3092,50% symptom reduction,Medium,50,Weekly (Injection),1
3093,50% symptom reduction,Low,50,Daily (Pill),1
3094,50% symptom reduction,High,100,Weekly (Injection),1
3095,50% symptom reduction,Medium,100,Weekly (Injection),1
3096,70% symptom reduction,High,150,Daily (Pill),0
3097,60% symptom reduction,Low,100,Daily (Pill),0
3098,70% symptom reduction,High,100,Weekly (Injection),0
3099,60% symptom reduction,High,50,Weekly (Injection),1
3100,70% symptom reduction,Low,50,Weekly (Injection),1
3101,70% symptom reduction,Medium,150,Daily (Pill),1
3102,70% symptom reduction,High,50,Daily (Pill),1
3103,70% symptom reduction,Low,150,Daily (Pill),1
3104,70% symptom reduction,High,50,Weekly (Injection),1
3105,50% symptom reduction,Medium,50,Weekly (Injection),0
3106,50% symptom reduction,Low,100,Weekly (Injection),0
3107,60% symptom reduction,Low,50,Weekly (Injection),1
3108,50% symptom reduction,Medium,150,Daily (Pill),0
3109,60% symptom reduction,Medium,150,Weekly (Injection),0
3110,70% symptom reduction,Medium,50,Weekly (Injection),1
3111,50% symptom reduction,Medium,50,Weekly (Injection),1
3112,70% symptom reduction,High,100,Weekly (Injection),1
3113,70% symptom reduction,Low,50,Weekly (Injection),1
3114,60% symptom reduction,High,150,Daily (Pill),0
3115,60% symptom reduction,Low,100,Weekly (Injection),0
3116,60% symptom reduction,Low,150,Weekly (Injection),0
3117,50% symptom reduction,Medium,100,Daily (Pill),1
3118,70% symptom reduction,Low,150,Daily (Pill),1
3119,60% symptom reduction,Low,50,Daily (Pill),1
3120,50% symptom reduction,Medium,150,Weekly (Injection),1
3121,50% symptom reduction,Low,150,Daily (Pill),0
3122,50% symptom reduction,High,100,Daily (Pill),0
3123,60% symptom reduction,Medium,100,Weekly (Injection),1
3124,50% symptom reduction,Low,50,Weekly (Injection),1
3125,70% symptom reduction,Low,50,Daily (Pill),1
3126,60% symptom reduction,Medium,50,Weekly (Injection),1
3127,70% symptom reduction,Low,100,Weekly (Injection),0
3128,60% symptom reduction,Low,50,Weekly (Injection),1
3129,70% symptom reduction,High,50,Weekly (Injection),1
3130,70% symptom reduction,Medium,150,Weekly (Injection),1
3131,70% symptom reduction,Medium,50,Weekly (Injection),1
3132,50% symptom reduction,Low,50,Daily (Pill),1
3133,70% symptom reduction,High,100,Weekly (Injection),1
3134,50% symptom reduction,Low,100,Weekly (Injection),0
3135,70% symptom reduction,High,150,Daily (Pill),1
3136,70% symptom reduction,Low,50,Daily (Pill),0
3137,70% symptom reduction,High,50,Weekly (Injection),1
3138,70% symptom reduction,High,150,Weekly (Injection),1
3139,60% symptom reduction,Medium,50,Weekly (Injection),1
3140,70% symptom reduction,Low,100,Weekly (Injection),1
3141,60% symptom reduction,Medium,100,Daily (Pill),0
3142,50% symptom reduction,High,150,Daily (Pill),0
3143,70% symptom reduction,High,50,Weekly (Injection),1
3144,50% symptom reduction,High,50,Daily (Pill),1
3145,60% symptom reduction,Low,100,Daily (Pill),0
3146,60% symptom reduction,Medium,150,Weekly (Injection),1
3147,70% symptom reduction,Low,150,Weekly (Injection),1
3148,50% symptom reduction,High,100,Weekly (Injection),1
3149,70% symptom reduction,Medium,50,Weekly (Injection),1
3150,50% symptom reduction,Medium,100,Weekly (Injection),1
3151,70% symptom reduction,Medium,100,Daily (Pill),0
3152,70% symptom reduction,Medium,50,Daily (Pill),1
3153,60% symptom reduction,High,150,Daily (Pill),0
3154,70% symptom reduction,Low,50,Daily (Pill),1
3155,50% symptom reduction,Medium,150,Weekly (Injection),0
3156,60% symptom reduction,High,100,Weekly (Injection),0
3157,70% symptom reduction,Medium,50,Weekly (Injection),0
3158,60% symptom reduction,High,150,Weekly (Injection),1
3159,50% symptom reduction,Low,50,Weekly (Injection),0
3160,60% symptom reduction,Medium,100,Daily (Pill),1
3161,60% symptom reduction,Low,150,Daily (Pill),0
3162,70% symptom reduction,Medium,150,Daily (Pill),1
3163,50% symptom reduction,Medium,50,Weekly (Injection),0
3164,50% symptom reduction,High,50,Daily (Pill),0
3165,70% symptom reduction,Low,100,Daily (Pill),1
3166,60% symptom reduction,Medium,50,Weekly (Injection),1
3167,50% symptom reduction,High,50,Daily (Pill),0
3168,70% symptom reduction,Low,150,Weekly (Injection),0
3169,50% symptom reduction,Medium,100,Daily (Pill),0
3170,50% symptom reduction,Low,50,Weekly (Injection),1
3171,60% symptom reduction,Low,150,Weekly (Injection),1
3172,60% symptom reduction,Low,150,Weekly (Injection),1
3173,60% symptom reduction,High,100,Weekly (Injection),1
3174,60% symptom reduction,Low,100,Daily (Pill),1
3175,70% symptom reduction,Low,100,Weekly (Injection),1
3176,60% symptom reduction,High,100,Daily (Pill),1
3177,70% symptom reduction,Medium,150,Daily (Pill),0
3178,50% symptom reduction,High,100,Weekly (Injection),0
3179,70% symptom reduction,Low,50,Weekly (Injection),1
3180,60% symptom reduction,High,100,Daily (Pill),1
3181,50% symptom reduction,High,50,Weekly (Injection),0
3182,70% symptom reduction,Low,150,Daily (Pill),0
3183,70% symptom reduction,Medium,150,Weekly (Injection),1
3184,60% symptom reduction,High,150,Daily (Pill),1
3185,70% symptom reduction,Medium,50,Daily (Pill),1
3186,50% symptom reduction,High,50,Weekly (Injection),0
3187,70% symptom reduction,High,150,Daily (Pill),0
3188,60% symptom reduction,Low,150,Weekly (Injection),1
3189,60% symptom reduction,Low,100,Weekly (Injection),1
3190,60% symptom reduction,Low,150,Weekly (Injection),1
3191,50% symptom reduction,Medium,100,Weekly (Injection),0
3192,70% symptom reduction,Medium,150,Daily (Pill),1
3193,70% symptom reduction,Low,100,Daily (Pill),1
3194,50% symptom reduction,Medium,100,Daily (Pill),0
3195,60% symptom reduction,Low,100,Weekly (Injection),1
3196,60% symptom reduction,Medium,150,Weekly (Injection),0
3197,50% symptom reduction,Medium,100,Daily (Pill),0
3198,60% symptom reduction,Low,50,Weekly (Injection),0
3199,60% symptom reduction,High,100,Weekly (Injection),1
3200,60% symptom reduction,Medium,50,Daily (Pill),1
3201,60% symptom reduction,Low,50,Daily (Pill),0
3202,60% symptom reduction,Low,100,Daily (Pill),1
3203,50% symptom reduction,High,50,Weekly (Injection),1
3204,60% symptom reduction,High,100,Daily (Pill),0
3205,50% symptom reduction,Medium,50,Daily (Pill),0
3206,70% symptom reduction,Medium,150,Weekly (Injection),1
3207,50% symptom reduction,High,50,Daily (Pill),0
3208,50% symptom reduction,Medium,150,Daily (Pill),0
3209,60% symptom reduction,Medium,50,Daily (Pill),0
3210,60% symptom reduction,High,100,Daily (Pill),1
3211,60% symptom reduction,Medium,100,Daily (Pill),1
3212,50% symptom reduction,Low,50,Daily (Pill),0
3213,60% symptom reduction,High,100,Weekly (Injection),0
3214,60% symptom reduction,Medium,150,Weekly (Injection),0
3215,70% symptom reduction,Medium,150,Weekly (Injection),1
3216,50% symptom reduction,High,100,Daily (Pill),0
3217,60% symptom reduction,Low,150,Daily (Pill),0
3218,70% symptom reduction,High,50,Weekly (Injection),1
3219,50% symptom reduction,Low,150,Daily (Pill),1
3220,70% symptom reduction,Medium,150,Weekly (Injection),1
3221,70% symptom reduction,Medium,100,Daily (Pill),1
3222,60% symptom reduction,Low,150,Daily (Pill),1
3223,60% symptom reduction,Medium,150,Weekly (Injection),1
3224,70% symptom reduction,Medium,150,Daily (Pill),1
3225,60% symptom reduction,Low,150,Daily (Pill),0
3226,50% symptom reduction,Medium,100,Daily (Pill),1
3227,60% symptom reduction,Medium,150,Weekly (Injection),0
3228,70% symptom reduction,Medium,50,Weekly (Injection),1
3229,50% symptom reduction,Medium,150,Weekly (Injection),1
3230,50% symptom reduction,Medium,50,Daily (Pill),1
3231,50% symptom reduction,Low,100,Weekly (Injection),0
3232,50% symptom reduction,Medium,100,Weekly (Injection),0
3233,50% symptom reduction,Medium,150,Daily (Pill),0
3234,70% symptom reduction,Low,150,Weekly (Injection),1
3235,70% symptom reduction,Medium,50,Daily (Pill),1
3236,70% symptom reduction,Low,50,Weekly (Injection),0
3237,50% symptom reduction,High,50,Daily (Pill),0
3238,60% symptom reduction,Medium,150,Daily (Pill),1
3239,60% symptom reduction,Medium,50,Weekly (Injection),1
3240,50% symptom reduction,Medium,100,Weekly (Injection),0
3241,60% symptom reduction,Medium,50,Weekly (Injection),1
3242,60% symptom reduction,High,50,Daily (Pill),1
3243,60% symptom reduction,Medium,50,Daily (Pill),1
3244,60% symptom reduction,Medium,100,Weekly (Injection),1
3245,60% symptom reduction,High,50,Weekly (Injection),1
3246,70% symptom reduction,Medium,50,Daily (Pill),1
3247,50% symptom reduction,Low,100,Weekly (Injection),0
3248,60% symptom reduction,Medium,50,Daily (Pill),0
3249,70% symptom reduction,Medium,50,Weekly (Injection),1
3250,70% symptom reduction,High,100,Daily (Pill),0
3251,60% symptom reduction,Low,50,Weekly (Injection),1
3252,50% symptom reduction,Medium,50,Daily (Pill),1
3253,50% symptom reduction,High,50,Weekly (Injection),0
3254,50% symptom reduction,High,150,Weekly (Injection),1
3255,70% symptom reduction,Low,150,Weekly (Injection),1
3256,50% symptom reduction,High,100,Daily (Pill),0
3257,70% symptom reduction,Low,150,Daily (Pill),0
3258,60% symptom reduction,High,100,Daily (Pill),0
3259,70% symptom reduction,Medium,50,Daily (Pill),1
3260,60% symptom reduction,High,150,Weekly (Injection),1
3261,60% symptom reduction,Low,150,Weekly (Injection),1
3262,70% symptom reduction,High,100,Weekly (Injection),1
3263,50% symptom reduction,Low,100,Weekly (Injection),1
3264,70% symptom reduction,Low,150,Daily (Pill),1
3265,50% symptom reduction,Medium,100,Weekly (Injection),0
3266,70% symptom reduction,High,150,Weekly (Injection),0
3267,50% symptom reduction,Low,50,Daily (Pill),0
3268,70% symptom reduction,Low,150,Weekly (Injection),1
3269,50% symptom reduction,High,50,Daily (Pill),0
3270,70% symptom reduction,Medium,150,Daily (Pill),1
3271,50% symptom reduction,High,150,Daily (Pill),0
3272,50% symptom reduction,Medium,50,Weekly (Injection),1
3273,60% symptom reduction,High,100,Weekly (Injection),1
3274,50% symptom reduction,Medium,100,Daily (Pill),0
3275,50% symptom reduction,Low,100,Daily (Pill),0
3276,50% symptom reduction,Medium,100,Weekly (Injection),0
3277,70% symptom reduction,Low,100,Weekly (Injection),1
3278,60% symptom reduction,Low,100,Weekly (Injection),0
3279,50% symptom reduction,Low,100,Weekly (Injection),0
3280,60% symptom reduction,High,50,Daily (Pill),1
3281,50% symptom reduction,High,50,Weekly (Injection),1
3282,50% symptom reduction,Low,150,Daily (Pill),1
3283,60% symptom reduction,Low,50,Weekly (Injection),1
3284,70% symptom reduction,Medium,50,Daily (Pill),1
3285,60% symptom reduction,Medium,100,Daily (Pill),1
3286,70% symptom reduction,Medium,50,Weekly (Injection),1
3287,60% symptom reduction,Low,100,Daily (Pill),0
3288,70% symptom reduction,Medium,100,Daily (Pill),1
3289,60% symptom reduction,Low,100,Weekly (Injection),0
3290,50% symptom reduction,Medium,50,Weekly (Injection),1
3291,60% symptom reduction,High,100,Daily (Pill),1
3292,60% symptom reduction,Low,50,Weekly (Injection),1
3293,60% symptom reduction,Medium,150,Weekly (Injection),1
3294,70% symptom reduction,Medium,100,Weekly (Injection),1
3295,70% symptom reduction,Low,100,Weekly (Injection),1
3296,60% symptom reduction,Medium,50,Daily (Pill),1
3297,50% symptom reduction,Medium,100,Weekly (Injection),1
3298,60% symptom reduction,Low,100,Weekly (Injection),1
3299,70% symptom reduction,Low,50,Daily (Pill),1
3300,60% symptom reduction,Low,100,Daily (Pill),1
3301,60% symptom reduction,High,100,Weekly (Injection),0
3302,50% symptom reduction,Low,100,Daily (Pill),0
3303,70% symptom reduction,Low,100,Daily (Pill),1
3304,60% symptom reduction,Medium,150,Weekly (Injection),0
3305,50% symptom reduction,Medium,150,Weekly (Injection),0
3306,70% symptom reduction,High,100,Daily (Pill),0
3307,50% symptom reduction,High,150,Daily (Pill),0
3308,70% symptom reduction,High,50,Weekly (Injection),1
3309,70% symptom reduction,Low,50,Weekly (Injection),1
3310,50% symptom reduction,Low,100,Weekly (Injection),1
3311,50% symptom reduction,Medium,100,Daily (Pill),0
3312,60% symptom reduction,Medium,100,Weekly (Injection),1
3313,60% symptom reduction,Low,50,Daily (Pill),1
3314,50% symptom reduction,Low,150,Weekly (Injection),0
3315,60% symptom reduction,Low,50,Weekly (Injection),1
3316,70% symptom reduction,High,150,Weekly (Injection),1
3317,70% symptom reduction,High,100,Weekly (Injection),1
3318,50% symptom reduction,Low,50,Weekly (Injection),0
3319,50% symptom reduction,Low,100,Weekly (Injection),0
3320,60% symptom reduction,Medium,100,Weekly (Injection),1
3321,60% symptom reduction,Low,50,Weekly (Injection),0
3322,50% symptom reduction,Low,50,Daily (Pill),0
3323,70% symptom reduction,Low,100,Daily (Pill),1
3324,70% symptom reduction,Medium,150,Weekly (Injection),0
3325,70% symptom reduction,High,150,Weekly (Injection),0
3326,70% symptom reduction,Medium,50,Daily (Pill),1
3327,70% symptom reduction,High,50,Daily (Pill),1
3328,70% symptom reduction,High,50,Weekly (Injection),1
3329,70% symptom reduction,High,100,Weekly (Injection),1
3330,50% symptom reduction,Low,150,Daily (Pill),0
3331,50% symptom reduction,Low,100,Daily (Pill),1
3332,50% symptom reduction,Low,100,Daily (Pill),1
3333,50% symptom reduction,High,50,Daily (Pill),0
3334,60% symptom reduction,Medium,150,Daily (Pill),1
3335,70% symptom reduction,Low,100,Weekly (Injection),1
3336,50% symptom reduction,High,100,Daily (Pill),0
3337,50% symptom reduction,Low,50,Weekly (Injection),1
3338,50% symptom reduction,High,100,Daily (Pill),1
3339,50% symptom reduction,Medium,100,Weekly (Injection),1
3340,70% symptom reduction,Medium,150,Daily (Pill),0
3341,70% symptom reduction,High,100,Weekly (Injection),1
3342,50% symptom reduction,High,100,Daily (Pill),0
3343,70% symptom reduction,High,50,Daily (Pill),0
3344,50% symptom reduction,Low,50,Daily (Pill),1
3345,70% symptom reduction,Medium,150,Weekly (Injection),1
3346,70% symptom reduction,Low,50,Daily (Pill),1
3347,50% symptom reduction,Low,50,Daily (Pill),1
3348,60% symptom reduction,High,100,Weekly (Injection),0
3349,60% symptom reduction,Low,150,Daily (Pill),0
3350,70% symptom reduction,Medium,50,Daily (Pill),1
3351,70% symptom reduction,High,100,Weekly (Injection),1
3352,60% symptom reduction,Low,50,Weekly (Injection),1
3353,50% symptom reduction,High,100,Weekly (Injection),0
3354,50% symptom reduction,Medium,100,Daily (Pill),0
3355,50% symptom reduction,High,150,Weekly (Injection),0
3356,60% symptom reduction,High,50,Weekly (Injection),0
3357,50% symptom reduction,High,50,Weekly (Injection),0
3358,60% symptom reduction,Medium,150,Weekly (Injection),0
3359,60% symptom reduction,Low,100,Daily (Pill),0
3360,50% symptom reduction,High,50,Weekly (Injection),0
3361,50% symptom reduction,High,100,Daily (Pill),0
3362,70% symptom reduction,High,100,Weekly (Injection),1
3363,70% symptom reduction,Medium,150,Weekly (Injection),0
3364,60% symptom reduction,High,50,Weekly (Injection),0
3365,70% symptom reduction,Low,100,Weekly (Injection),1
3366,70% symptom reduction,High,100,Weekly (Injection),1
3367,60% symptom reduction,Low,50,Weekly (Injection),0
3368,60% symptom reduction,Low,50,Daily (Pill),1
3369,70% symptom reduction,Low,50,Weekly (Injection),1
3370,50% symptom reduction,High,100,Weekly (Injection),0
3371,50% symptom reduction,Low,150,Daily (Pill),1
3372,70% symptom reduction,High,50,Daily (Pill),1
3373,70% symptom reduction,Medium,150,Weekly (Injection),1
3374,60% symptom reduction,Low,150,Daily (Pill),1
3375,50% symptom reduction,High,150,Weekly (Injection),1
3376,50% symptom reduction,Low,50,Weekly (Injection),1
3377,50% symptom reduction,Low,100,Daily (Pill),1
3378,50% symptom reduction,Medium,100,Daily (Pill),0
3379,60% symptom reduction,Low,150,Weekly (Injection),0
3380,70% symptom reduction,Medium,50,Weekly (Injection),1
3381,60% symptom reduction,Low,150,Weekly (Injection),1
3382,50% symptom reduction,Low,50,Weekly (Injection),0
3383,60% symptom reduction,Low,50,Daily (Pill),1
3384,50% symptom reduction,Medium,100,Daily (Pill),1
3385,50% symptom reduction,Low,50,Daily (Pill),0
3386,50% symptom reduction,Medium,150,Daily (Pill),1
3387,70% symptom reduction,Medium,100,Daily (Pill),0
3388,70% symptom reduction,Medium,50,Daily (Pill),0
3389,70% symptom reduction,Medium,150,Weekly (Injection),1
3390,70% symptom reduction,Low,150,Daily (Pill),1
3391,70% symptom reduction,Medium,150,Daily (Pill),1
3392,60% symptom reduction,Low,150,Weekly (Injection),1
3393,50% symptom reduction,Low,100,Weekly (Injection),1
3394,50% symptom reduction,Medium,100,Weekly (Injection),1
3395,70% symptom reduction,Low,150,Weekly (Injection),1
3396,60% symptom reduction,High,50,Daily (Pill),1
3397,70% symptom reduction,Low,50,Weekly (Injection),1
3398,60% symptom reduction,High,100,Weekly (Injection),1
3399,60% symptom reduction,Low,100,Weekly (Injection),1
3400,70% symptom reduction,Medium,150,Weekly (Injection),0
3401,60% symptom reduction,Low,150,Daily (Pill),1
3402,70% symptom reduction,Low,50,Weekly (Injection),1
3403,60% symptom reduction,Low,50,Weekly (Injection),1
3404,50% symptom reduction,Medium,50,Daily (Pill),0
3405,60% symptom reduction,Medium,50,Weekly (Injection),1
3406,60% symptom reduction,Medium,150,Daily (Pill),0
3407,70% symptom reduction,Low,50,Daily (Pill),1
3408,70% symptom reduction,Medium,150,Weekly (Injection),1
3409,60% symptom reduction,High,100,Daily (Pill),1
3410,50% symptom reduction,Low,50,Daily (Pill),1
3411,60% symptom reduction,High,100,Weekly (Injection),1
3412,70% symptom reduction,Low,50,Weekly (Injection),1
3413,70% symptom reduction,Medium,100,Daily (Pill),1
3414,50% symptom reduction,High,100,Daily (Pill),0
3415,60% symptom reduction,High,100,Daily (Pill),1
3416,70% symptom reduction,Medium,150,Weekly (Injection),1
3417,70% symptom reduction,Medium,150,Daily (Pill),1
3418,70% symptom reduction,Low,50,Weekly (Injection),1
3419,70% symptom reduction,Medium,50,Daily (Pill),0
3420,70% symptom reduction,High,50,Daily (Pill),0
3421,50% symptom reduction,High,50,Weekly (Injection),1
3422,50% symptom reduction,High,50,Weekly (Injection),1
3423,60% symptom reduction,Medium,100,Weekly (Injection),1
3424,70% symptom reduction,Medium,150,Weekly (Injection),1
3425,50% symptom reduction,Low,100,Daily (Pill),1
3426,50% symptom reduction,Low,100,Weekly (Injection),1
3427,50% symptom reduction,High,100,Weekly (Injection),1
3428,60% symptom reduction,Low,50,Daily (Pill),0
3429,70% symptom reduction,Medium,50,Weekly (Injection),1
3430,60% symptom reduction,High,100,Daily (Pill),0
3431,50% symptom reduction,High,50,Weekly (Injection),0
3432,60% symptom reduction,Medium,100,Daily (Pill),1
3433,60% symptom reduction,Medium,50,Weekly (Injection),1
3434,60% symptom reduction,Low,50,Weekly (Injection),1
3435,60% symptom reduction,Medium,150,Weekly (Injection),1
3436,70% symptom reduction,Medium,100,Daily (Pill),1
3437,60% symptom reduction,Low,150,Weekly (Injection),0
3438,70% symptom reduction,Medium,50,Daily (Pill),1
3439,60% symptom reduction,High,150,Daily (Pill),1
3440,60% symptom reduction,Medium,100,Weekly (Injection),1
3441,60% symptom reduction,Low,100,Daily (Pill),0
3442,70% symptom reduction,Low,100,Daily (Pill),1
3443,50% symptom reduction,Medium,100,Weekly (Injection),0
3444,70% symptom reduction,High,150,Daily (Pill),1
3445,70% symptom reduction,Low,150,Daily (Pill),1
3446,50% symptom reduction,Medium,50,Weekly (Injection),1
3447,50% symptom reduction,Medium,50,Daily (Pill),1
3448,60% symptom reduction,Medium,100,Daily (Pill),1
3449,50% symptom reduction,High,100,Daily (Pill),0
3450,70% symptom reduction,High,150,Weekly (Injection),1
3451,60% symptom reduction,Medium,100,Weekly (Injection),1
3452,50% symptom reduction,Low,100,Daily (Pill),1
3453,70% symptom reduction,Low,50,Weekly (Injection),1
3454,70% symptom reduction,High,50,Weekly (Injection),1
3455,60% symptom reduction,Low,100,Weekly (Injection),0
3456,70% symptom reduction,Medium,150,Daily (Pill),1
3457,50% symptom reduction,Medium,50,Daily (Pill),0
3458,50% symptom reduction,Medium,50,Weekly (Injection),0
